video_id,v_pub_datetime,v_total_comments,v_year_views,v_month_views,v_week_views,v_day_views,v_likes,v_dislikes,v_duration,v_cr_click_like_7_days,v_cr_click_dislike_7_days,v_cr_click_vtop_7_days,v_cr_click_long_view_7_days,v_cr_click_comment_7_days,v_cr_click_like_30_days,v_cr_click_dislike_30_days,v_cr_click_vtop_30_days,v_cr_click_long_view_30_days,v_cr_click_comment_30_days,v_cr_click_like_1_days,v_cr_click_dislike_1_days,v_cr_click_vtop_1_days,v_cr_click_long_view_1_days,v_cr_click_comment_1_days,v_is_hidden,v_is_deleted,v_avg_watchtime_1_day,v_avg_watchtime_7_day,v_avg_watchtime_30_day,v_frac_avg_watchtime_1_day_duration,v_frac_avg_watchtime_7_day_duration,v_frac_avg_watchtime_30_day_duration,v_category_popularity_percent_7_days,v_category_popularity_percent_30_days,v_long_views_1_days,v_long_views_7_days,v_long_views_30_days,row_number,title,description,category_id,author_id,title_length
2e5fa099-9b40-4538-87d2-269e004b61ea,2024-07-07 17:30:08+03:00,1,3326851,3325021,31052,7855,15,0,2036.779,0.00966121344840912,0.0,0.0,10.749710163596548,0.0,0.00021052498615798217,0.0,3.007499802256888e-05,0.2134723359641939,3.007499802256888e-05,0.0,0.0,0.0,0.0,0.0,0,0,287.2210057288351,257.59925286616,12.04977111422755,0.14101726585399552,0.12647383582910074,0.005916091590804673,6.561679924597483,4.208400922765609,0,3338,7098,1,Сказочная история Татьяны Моркиной «Мой брат - инопланетянин» | Дремота | Аудиосказка для детей. 0+,"Здравствуйте, маленькие и взрослые любители сказок. Сегодня Наталья Герасимова и Кот Дремота прочтут сказочную историю Татьяны Моркиной «Мой брат - инопланетянин»  Однажды в жизни Евы и её младшего братика Вани наступают невесёлые перемены: малыш вместе с мамой оказывается в больнице. Так проходит много-много дней. Ева часто навещает брата и очень ждёт его дома. Когда же Ваня наконец возвращается, он всё ещё нуждается в помощи. Но Ева точно знает, что ей с братом никогда не будет скучно, ведь он - инопланетянин. Трогательная история о том, что доброты и заботы не бывает слишком много. Если вам понравится эта книга, вы можете купить её в магазинах вашего города, или по ссылке /  Приятного просмотра и добрых снов💜  ⭐ Наше сообщество в ВК ⭐ Наш Яндекс✨Дзен ⭐ Наш канал в Rutube / ⭐ Наш Телеграм-канал: ⭐ И группа в «Одноклассниках»:  Это видео предназначено для засыпания детей и взрослых и может быть использовано в качестве фонового звука для улучшения качества сна. #сказкиДляДетей, #детскиеСказки, #СпокойныйСон, #Расслабление, #ASMR, #звукиПрироды, #звукиДождя, #фоноваяМузыка #Дремота #АудиосказкиДляДетей #Аудиосказка #СказкиНаНочь #Аудиосказки",Детям,fb6ebafa-32b5-4c6a-9a1c-cf23a35810d8,1158
fded1e72-d370-4fe2-aaf2-bbf360793eaa,2024-05-05 10:43:04+03:00,5,38997,3306,1899,529,3646,2,363.734,0.105318588730911,0.0,0.0,53.76513954713007,0.0,0.060496067755595885,0.0,0.0,60.40532365396249,0.0,0.0,0.0,0.0,0.0,0.0,0,0,244.5047258979206,250.13375460768825,249.0384150030248,0.6722075085032485,0.6876831822367122,0.6846718068781714,6.561679924597483,4.208400922765609,0,1021,1997,1,ЧТО ЭТО ЗА Монстр!? Страшный ПОЕЗД-ПАУК Пугает Жителей | CHOO-CHOO CHARLES,"Жители рядом с лесом нам рассказали, что в лесу завёлся Монстр. У него красные глаза, большие щупальца и он издаёт странные звуки. Мы решили проверить так ли это или это просто какой-то зверь. И поняли, что это ПОЕЗД-ПАУК - CHOO-CHOO-CHARLES! Мы вызвали его, чтобы он не пугал жителей.  Окунись в мир страшилок. Приятного просмотра.",Детям,3b2956e3-c9d3-4def-9e9e-37f6ad79bd43,332
95441829-aac5-436d-a04a-9571671bdcb7,2022-12-30 15:36:33+03:00,34,383978,185462,120702,21229,198,7,396.459,0.05136617454557505,0.0,0.008284866862189525,64.03290749117662,0.001656973372437905,0.04906665516386106,0.001078388025579364,0.011862268281373003,69.73989280823025,0.002156776051158728,0.0,0.0,0.0,0.0,0.0,0,0,292.2128691883744,290.7278172689765,294.6162017016963,0.7370569697960555,0.7333111803969048,0.7431189648909378,6.561679924597483,4.208400922765609,0,77289,129341,1,"Маша и Медведь, Первая встреча, 1 серия","Далеко-далеко, в домике возле железной дороги, живет маленькая и очень шустрая девочка Маша. Она так любит играть, что прочие обитатели двора от неё просто прячутся. От скуки непоседа убегает в лес, где находится уютный домик Медведя, который в этот момент как раз ушел на рыбалку. Вернувшись домой, Медведь находит свое жилье в разрушенном состоянии. Он обнаруживает источник беспорядков в самом домике – это прыгающая на кровати маленькая девочка. Медведь всячески пытается избавиться от незваной гостьи. Но когда ему это удается, он вдруг испытывает тревогу за судьбу оставленной в лесу Маши. Медведь бросается на поиски и находит её в своем доме.",Детям,f39f9031-d882-4234-920f-485e899bce90,650
160d0f1c-6187-4269-82bc-b84bcd2917fa,2024-04-18 13:19:09+03:00,14,30392,1424,175,17,3476,2,390.315,0.5714285714285714,0.0,0.0,64.0,0.0,0.1404494382022472,0.0,0.0,62.71067415730337,0.0,0.0,0.0,0.0,0.0,0.0,0,0,267.6470588235294,253.12,248.5498595505618,0.685720658502823,0.6485018510690084,0.6367929993737412,1.4676536231351434,1.711370169212173,0,112,893,1,ОТКДУДА ПОЯВИЛИСЬ МОНСТРЫ? | ЧТО ТАКОЕ РАДИАЦИЯ?,"Что такое радиация? Откуда взялись монстры?  Мы с Егором узнали, что в некоторых местах есть излучения радиации и отправились это проверить. На этих местах мы действительно обнаружили излучения и неожиданно для нас встретили там монстров из Poppy Playtime chsarter 3. CatNap, DogDay, Хаги Ваги, Киси Миси.  Убедитесь и вы в этом сами. Приятного просмотра.  P.S Все персонажи вымышлены, все места придуманы.",Детям,3b2956e3-c9d3-4def-9e9e-37f6ad79bd43,406
59a15306-3753-4845-9fc9-5bf5c147ba96,2024-07-26 13:23:43+03:00,7,41561,41561,23572,4150,2576,3,408.32,2.4690310537926354,0.008484642796538266,2.3799423044289836,49.80061089428135,0.0,6.198118428334256,0.0072183056230600805,5.829984841558192,52.0945116816246,0.0072183056230600805,0.0,0.0,0.0,0.0,0.0,0,0,250.78289156626505,213.0526896317665,180.25138952383244,0.6141822383578199,0.5217787265668262,0.4414463889200442,6.561679924597483,4.208400922765609,0,11739,21651,1,МОРОЖЕНОЕ СВОИМИ РУКАМИ | ФРУКТОВОЕ МОРОЖЕНОЕ БЕЗ СЛИВОК,"ЛЕТО! ЖАРКО! ХОЧЕТСЯ ОСВЕЖИТЬСЯ?  Давайте приготовим мороженое своими руками, что мы и сделали с Егориком. Закупились фруктами, ягодами и попробовали соединить их вместе. Вкусы получились яркие, необычные, а самое главное - это ЛЕГКО ГОТОВИТЬ!  А что ещё для счастья надо?)  Попробуйте и Вы вместе с нами приготовить вкусное фруктовое мороженое без сливок!",Детям,3b2956e3-c9d3-4def-9e9e-37f6ad79bd43,356
fc852636-ce70-4d42-bebe-79700e5ae2e1,2024-04-13 19:53:20+03:00,6,23661,31,2,0,3099,0,283.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.19354838709677,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.5,181.2258064516129,0.0,0.015882315571022185,0.6396189883727788,1.2916749133905727,1.1965122992029273,0,0,23,1,❤️ Делаем настоящую ПИЦЦУ ИЗ ШОКОЛАДА❤️😮,,Детям,f0cb0149-77e9-40cb-b03e-d3862013b472,0
21522906-9d86-46d4-b972-d9f6c915985e,2022-12-23 12:40:31+03:00,3342,2299368,192977,47218,6976,1197,86,0.0,0.06777076538608158,0.0021178364183150494,0.019060527764835446,43.328815282307595,0.0,0.05907439746705566,0.004145571752074082,0.013991304663250024,50.3692149841691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,886.8182339449542,828.8376043034436,820.4220865699021,inf,inf,inf,1.4676536231351434,1.711370169212173,0,20459,97201,1,Прямой эфир Солнце,"Каждый день на RUTUBE идет прямая трансляция развлекательного канала «Солнце». В прямом эфире без остановок показывается детский контент, который подходит для малышей разного возраста, тщательно подобранные анимационные мультфильмы не заставят детей и их родителей скучать. Смотрите в прямом эфире всей семьей такие мультики, как «Фиксики», «Простоквашино», «Буба», «Робин Гуд: проказник из Шервуда», «Плюшевый монстр», а также всеми известный и любимый «Ералаш» на RUTUBE онлайн. Канал «Солнце» отлично подойдет для того, чтобы занять своих детей и скрасить их вечер за просмотром уютных и любимых мультиков.",Детям,fe631d42-4205-44bc-98df-f16731d79afe,609
5ef69052-2c68-4ee4-9c4d-0e78f934f2ce,2024-04-17 15:53:07+03:00,9,25015,8367,1469,111,2865,1,360.167,0.0,0.0,0.0,14.976174268209666,0.0,5.581450938209633,0.0,4.398231146169476,21.441376837576193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,89.52252252252252,49.963921034717494,63.00071710290427,0.2485583702074941,0.13872431687166648,0.17492084811463646,1.1715544716748092,1.0157295263421504,0,220,1794,1,Изучаем ритмику // образовательные видео Valynha,"Приветствую всех, на своем канале! Тут вы потренируете свою фонтазию и внимательность, узнаете больше интересной информации с детским-образовательным контентом! На моем канале вы можете найти больше познавательных видео для вас и ваших детишек. Не забывайте ставить ракеты и подписывайтесь . Так же можешь найти меня тут: Yappy: Valynha instagram: Valynha  email  Спасибо за ваш лайк!",Детям,f47e35ee-e1fb-4062-924d-076eec203b3f,384
f5b2fb14-4ef3-4add-ac2b-55a0da929a17,2024-05-19 10:03:34+03:00,8,30472,3938,265,28,2879,1,501.611,0.0,0.0,0.0,50.943396226415096,0.0,9.421025901472829,0.0,9.421025901472829,33.443372270187915,0.0,0.0,0.0,0.0,0.0,0.0,0,0,332.64285714285717,299.96981132075473,142.3148806500762,0.663149048052888,0.5980128253183338,0.2837156295417688,1.0337597393605014,1.2062042279693381,0,135,1317,1,ВЫБРАЛИСЬ ИЗ  ПИЦЦЕРИИ ФРЕДДИ | КАК ПОБЕДИТЬ АНИМАТРОНИКОВ? Ч.2,"После того, как мы нашли тоннель и попали в другое отсек пиццеррии Фредди нам пришлось разгадать ещё несколько  загадок из ""5 ночей с Фредди"". По началу аниматроники пугали нас, но когда они стали добрыми, они нам помогли и мы с ними подружились.  Смотри, как с ними подружиться и выбраться из пиццерии Фредии, если вы туда зашли.  Приятного просмотра, мой юный друг.",Детям,3b2956e3-c9d3-4def-9e9e-37f6ad79bd43,367
d2a43178-4829-43d4-9b7c-295a44bde67c,2024-06-02 12:53:24+03:00,2,32975,6612,263,34,2667,1,361.963,0.0,0.0,0.0,45.247148288973385,0.0,1.5124016938898972,0.015124016938898971,1.3460375075620086,28.94736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0,0,227.91176470588235,190.22053231939162,93.02873563218391,0.6296548672264357,0.5255247976157552,0.257011726701856,3.426484042257992,1.7733159041635551,0,119,1914,1,ИЗУЧАЕМ ДЕРЕВЬЯ | РАЗВИВАЮЩЕЕ ВИДЕО ДЛЯ ДЕТЕЙ,"РАЗВИВАЮЩЕЕ ВИДЕО для детей про деревья. Ребята узнают: названия деревьев, какую пользу несут деревья, познакомится с жучками на деревьях, узнает, из каких частей состоит дерево, про листья и шишки. Поговорим про виды деревьев: Лиственные деревья: береза, липа, дуб, клен, тополь, ива, осина, каштан, ясень. Хвойные деревья: ель, сосна, кедр, лиственница. Приятного просмотра.",Детям,3b2956e3-c9d3-4def-9e9e-37f6ad79bd43,376
